position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"24","work-c49988385e99e0ae7089","ブランチライン","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ブランチライン; Rakuten product=https://books.rakuten.co.jp/rb/16425440/","https://sugoiweb.jp/column/4815/","2021-12-07","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","브랜치 라인 만화 리뷰;부란치 라인 리뷰","https://bookmeter.com/search?keyword=%E3%83%96%E3%83%A9%E3%83%B3%E3%83%81%E3%83%A9%E3%82%A4%E3%83%B3;https://reviewne.jp/contents?query=%E3%83%96%E3%83%A9%E3%83%B3%E3%83%81%E3%83%A9%E3%82%A4%E3%83%B3"
"25","work-c55cfa2eba7b2880ab10","ベントラーベントラー","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ベントラーベントラー; Rakuten product=https://books.rakuten.co.jp/rb/5965402/","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","벤트라 벤트라 만화 리뷰;벤트라벤트라 리뷰","https://bookmeter.com/search?keyword=%E3%83%99%E3%83%B3%E3%83%88%E3%83%A9%E3%83%BC%E3%83%99%E3%83%B3%E3%83%88%E3%83%A9%E3%83%BC;https://reviewne.jp/contents?query=%E3%83%99%E3%83%B3%E3%83%88%E3%83%A9%E3%83%BC%E3%83%99%E3%83%B3%E3%83%88%E3%83%A9%E3%83%BC"
"26","work-c578b9f1ab6212044971","もずく、ウォーキング!","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for もずく、ウォーキング!; Rakuten product=https://books.rakuten.co.jp/rb/4010197/","https://www.mangataisho.com/archives/2008.html","2008","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","모즈쿠 워킹 만화 리뷰;모즈쿠 워킹 리뷰","https://bookmeter.com/search?keyword=%E3%82%82%E3%81%9A%E3%81%8F%E3%80%81%E3%82%A6%E3%82%A9%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%B0!;https://reviewne.jp/contents?query=%E3%82%82%E3%81%9A%E3%81%8F%E3%80%81%E3%82%A6%E3%82%A9%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%B0!"
"27","work-c5bfedbb9ee87b8dea2b","ファンシィダンス","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ファンシィダンス; Rakuten product=https://books.rakuten.co.jp/rb/9296869/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","1988","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","팬시 댄스 만화 리뷰;판시 단스 리뷰","https://bookmeter.com/search?keyword=%E3%83%95%E3%82%A1%E3%83%B3%E3%82%B7%E3%82%A3%E3%83%80%E3%83%B3%E3%82%B9;https://reviewne.jp/contents?query=%E3%83%95%E3%82%A1%E3%83%B3%E3%82%B7%E3%82%A3%E3%83%80%E3%83%B3%E3%82%B9"
"28","work-c62cd8a81b67b2feb839","バウンスバック","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for バウンスバック; Rakuten product=https://books.rakuten.co.jp/rb/16700272/","https://tsugimanga.jp/winner/2022/comics","2022-08-31","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","바운스 백 만화 리뷰;바운스백 리뷰","https://bookmeter.com/search?keyword=%E3%83%90%E3%82%A6%E3%83%B3%E3%82%B9%E3%83%90%E3%83%83%E3%82%AF;https://reviewne.jp/contents?query=%E3%83%90%E3%82%A6%E3%83%B3%E3%82%B9%E3%83%90%E3%83%83%E3%82%AF"
"29","work-c6418f7b70cff810199c","カブのイサキ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for カブのイサキ; Rakuten product=https://books.rakuten.co.jp/rb/5864032/","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","카부의 이사키 만화 리뷰;카부노 이사키 리뷰","https://bookmeter.com/search?keyword=%E3%82%AB%E3%83%96%E3%81%AE%E3%82%A4%E3%82%B5%E3%82%AD;https://reviewne.jp/contents?query=%E3%82%AB%E3%83%96%E3%81%AE%E3%82%A4%E3%82%B5%E3%82%AD"
"30","work-c65ce967e028013d13dd","一匹と九十九匹と","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 一匹と九十九匹と; Rakuten product=https://books.rakuten.co.jp/rb/11126632/","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","한 마리와 아흔아홉 마리와 만화 리뷰;잇피키토 큐주큐히키토 리뷰","https://bookmeter.com/search?keyword=%E4%B8%80%E5%8C%B9%E3%81%A8%E4%B9%9D%E5%8D%81%E4%B9%9D%E5%8C%B9%E3%81%A8;https://reviewne.jp/contents?query=%E4%B8%80%E5%8C%B9%E3%81%A8%E4%B9%9D%E5%8D%81%E4%B9%9D%E5%8C%B9%E3%81%A8"
"31","work-c688b00ba5b432f77bf8","ケルベロス","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ケルベロス; Rakuten product=https://books.rakuten.co.jp/rb/6454233/","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","케르베로스 만화 리뷰;케루베로스 리뷰","https://bookmeter.com/search?keyword=%E3%82%B1%E3%83%AB%E3%83%99%E3%83%AD%E3%82%B9;https://reviewne.jp/contents?query=%E3%82%B1%E3%83%AB%E3%83%99%E3%83%AD%E3%82%B9"
"32","work-c6b3f1cb34d8b4a922dc","カリュクス","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for カリュクス; Rakuten product=https://books.rakuten.co.jp/rb/12602612/","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","칼륙스 만화 리뷰;카류쿠스 리뷰","https://bookmeter.com/search?keyword=%E3%82%AB%E3%83%AA%E3%83%A5%E3%82%AF%E3%82%B9;https://reviewne.jp/contents?query=%E3%82%AB%E3%83%AA%E3%83%A5%E3%82%AF%E3%82%B9"
"33","work-c6f4ede212b6475ffb81","黙示録の四騎士","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 黙示録の四騎士; Rakuten product=https://books.rakuten.co.jp/rb/16677606/","https://tsugimanga.jp/winner/2021/comics","2021-08-24","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","묵시록의 4기사 만화 리뷰;모쿠시로쿠노 욘키시 리뷰","https://bookmeter.com/search?keyword=%E9%BB%99%E7%A4%BA%E9%8C%B2%E3%81%AE%E5%9B%9B%E9%A8%8E%E5%A3%AB;https://reviewne.jp/contents?query=%E9%BB%99%E7%A4%BA%E9%8C%B2%E3%81%AE%E5%9B%9B%E9%A8%8E%E5%A3%AB"
"34","work-c70511031405e0fb5c11","Ｈｅｌｃｋ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for Ｈｅｌｃｋ; Rakuten product=https://books.rakuten.co.jp/rb/12838865/","https://tsugimanga.jp/winner/2015/comics","2015-02-06","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","헬크 만화 리뷰;헬크 리뷰","https://bookmeter.com/search?keyword=%EF%BC%A8%EF%BD%85%EF%BD%8C%EF%BD%83%EF%BD%8B;https://reviewne.jp/contents?query=%EF%BC%A8%EF%BD%85%EF%BD%8C%EF%BD%83%EF%BD%8B"
"35","work-c76c68896af3ef46e620","Doubt","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for Doubt; Rakuten product=https://books.rakuten.co.jp/rb/5218352/","https://hon-hikidashi.jp/event/104760/","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","다우트 만화 리뷰;다우트 리뷰","https://bookmeter.com/search?keyword=Doubt;https://reviewne.jp/contents?query=Doubt"
"36","work-c78d636e59db94289c27","ウソツキ！ゴクオーくん","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ウソツキ！ゴクオーくん; Rakuten product=https://books.rakuten.co.jp/rb/11604072/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","거짓말쟁이 고쿠오군 만화 리뷰;우소츠키 고쿠오군 리뷰","https://bookmeter.com/search?keyword=%E3%82%A6%E3%82%BD%E3%83%84%E3%82%AD%EF%BC%81%E3%82%B4%E3%82%AF%E3%82%AA%E3%83%BC%E3%81%8F%E3%82%93;https://reviewne.jp/contents?query=%E3%82%A6%E3%82%BD%E3%83%84%E3%82%AD%EF%BC%81%E3%82%B4%E3%82%AF%E3%82%AA%E3%83%BC%E3%81%8F%E3%82%93"
"37","work-c7d52715d5210ef9abc6","さよならさよなら、またあした","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for さよならさよなら、またあした; Rakuten product=https://books.rakuten.co.jp/rb/11457050/","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","안녕 안녕, 또 내일 만화 리뷰;사요나라 사요나라 마타 아시타 리뷰","https://bookmeter.com/search?keyword=%E3%81%95%E3%82%88%E3%81%AA%E3%82%89%E3%81%95%E3%82%88%E3%81%AA%E3%82%89%E3%80%81%E3%81%BE%E3%81%9F%E3%81%82%E3%81%97%E3%81%9F;https://reviewne.jp/contents?query=%E3%81%95%E3%82%88%E3%81%AA%E3%82%89%E3%81%95%E3%82%88%E3%81%AA%E3%82%89%E3%80%81%E3%81%BE%E3%81%9F%E3%81%82%E3%81%97%E3%81%9F"
"38","work-c88171b2210a4dc37f79","向ヒ兎堂日記","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 向ヒ兎堂日記; Rakuten product=https://books.rakuten.co.jp/rb/11939439/","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","무카이 토도 일기 만화 리뷰;무카이 우도도 닛키 리뷰","https://bookmeter.com/search?keyword=%E5%90%91%E3%83%92%E5%85%8E%E5%A0%82%E6%97%A5%E8%A8%98;https://reviewne.jp/contents?query=%E5%90%91%E3%83%92%E5%85%8E%E5%A0%82%E6%97%A5%E8%A8%98"
"39","work-c8a0ff9f73cf58a0286d","アンサングシンデレラ 病院薬剤師 葵みどり","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for アンサングシンデレラ 病院薬剤師 葵みどり; Rakuten product=https://books.rakuten.co.jp/rb/15657432/","https://tsugimanga.jp/winner/2019/comics","2019-08-22","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","언송 신데렐라 병원 약사 아오이 미도리 만화 리뷰;안산구 신데렐라 리뷰","https://bookmeter.com/search?keyword=%E3%82%A2%E3%83%B3%E3%82%B5%E3%83%B3%E3%82%B0%E3%82%B7%E3%83%B3%E3%83%87%E3%83%AC%E3%83%A9%20%E7%97%85%E9%99%A2%E8%96%AC%E5%89%A4%E5%B8%AB%20%E8%91%B5%E3%81%BF%E3%81%A9%E3%82%8A;https://reviewne.jp/contents?query=%E3%82%A2%E3%83%B3%E3%82%B5%E3%83%B3%E3%82%B0%E3%82%B7%E3%83%B3%E3%83%87%E3%83%AC%E3%83%A9%20%E7%97%85%E9%99%A2%E8%96%AC%E5%89%A4%E5%B8%AB%20%E8%91%B5%E3%81%BF%E3%81%A9%E3%82%8A"
"40","work-c8e86b62755ca0f07faf","東伍郎とまろすけ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 東伍郎とまろすけ; Rakuten product=https://books.rakuten.co.jp/rb/12662981/","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","토고로와 마로스케 만화 리뷰;토고로토 마로스케 리뷰","https://bookmeter.com/search?keyword=%E6%9D%B1%E4%BC%8D%E9%83%8E%E3%81%A8%E3%81%BE%E3%82%8D%E3%81%99%E3%81%91;https://reviewne.jp/contents?query=%E6%9D%B1%E4%BC%8D%E9%83%8E%E3%81%A8%E3%81%BE%E3%82%8D%E3%81%99%E3%81%91"
"41","work-c93dbd250009ef690967","早乙女選手、ひたかくす","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 早乙女選手、ひたかくす; Rakuten product=https://books.rakuten.co.jp/rb/14507185/","https://tsugimanga.jp/winner/2018/comics","2018-08-23","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","사오토메 선수, 숨기고 있어 만화 리뷰;사오토메 센슈 히타카쿠스 리뷰","https://bookmeter.com/search?keyword=%E6%97%A9%E4%B9%99%E5%A5%B3%E9%81%B8%E6%89%8B%E3%80%81%E3%81%B2%E3%81%9F%E3%81%8B%E3%81%8F%E3%81%99;https://reviewne.jp/contents?query=%E6%97%A9%E4%B9%99%E5%A5%B3%E9%81%B8%E6%89%8B%E3%80%81%E3%81%B2%E3%81%9F%E3%81%8B%E3%81%8F%E3%81%99"
"42","work-c9dfbc3276f178d51de6","pupa","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for pupa; Rakuten product=https://books.rakuten.co.jp/rb/11439723/","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","푸파 만화 리뷰;pupa 만화 리뷰","https://bookmeter.com/search?keyword=pupa;https://reviewne.jp/contents?query=pupa"
"43","work-ca3996e94bd30fa71078","狼の口 ヴォルフスムント","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 狼の口 ヴォルフスムント; Rakuten product=https://books.rakuten.co.jp/rb/6314629/","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","늑대의 입 볼프스문트 만화 리뷰;오오카미노 쿠치 볼프스문트 리뷰","https://bookmeter.com/search?keyword=%E7%8B%BC%E3%81%AE%E5%8F%A3%20%E3%83%B4%E3%82%A9%E3%83%AB%E3%83%95%E3%82%B9%E3%83%A0%E3%83%B3%E3%83%88;https://reviewne.jp/contents?query=%E7%8B%BC%E3%81%AE%E5%8F%A3%20%E3%83%B4%E3%82%A9%E3%83%AB%E3%83%95%E3%82%B9%E3%83%A0%E3%83%B3%E3%83%88"
"44","work-ca3b272242f844b81d5d","ハウアーユー？","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ハウアーユー？; Rakuten product=https://books.rakuten.co.jp/rb/12866548/","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","하우 아 유? 만화 리뷰;하우아유 리뷰","https://bookmeter.com/search?keyword=%E3%83%8F%E3%82%A6%E3%82%A2%E3%83%BC%E3%83%A6%E3%83%BC%EF%BC%9F;https://reviewne.jp/contents?query=%E3%83%8F%E3%82%A6%E3%82%A2%E3%83%BC%E3%83%A6%E3%83%BC%EF%BC%9F"
"45","work-ca9e45ed0028858c0126","蟹に誘われて","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 蟹に誘われて; Rakuten product=https://books.rakuten.co.jp/rb/12690248/","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","게에게 이끌려 만화 리뷰;카니니 사소와레테 리뷰","https://bookmeter.com/search?keyword=%E8%9F%B9%E3%81%AB%E8%AA%98%E3%82%8F%E3%82%8C%E3%81%A6;https://reviewne.jp/contents?query=%E8%9F%B9%E3%81%AB%E8%AA%98%E3%82%8F%E3%82%8C%E3%81%A6"
"46","work-cb61c70a466a77afa0ea","ダメおやじ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ダメおやじ; Rakuten product=https://books.rakuten.co.jp/rb/170297/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","1978","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-025\frozen-work-set.csv","못난 아빠 만화 리뷰;다메 오야지 리뷰","https://bookmeter.com/search?keyword=%E3%83%80%E3%83%A1%E3%81%8A%E3%82%84%E3%81%98;https://reviewne.jp/contents?query=%E3%83%80%E3%83%A1%E3%81%8A%E3%82%84%E3%81%98"
