position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
29,work-d0e53d83ca10cd995f28,"謎の彼女X",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search found only licensed/product or synopsis context but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2009 official archive — 謎の彼女X","https://www.mangataisho.com/archives/2009.html",2009,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/4093836/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""수수께끼의 그녀 X"" 만화 리뷰; ""나조노 카노조 X"" 리뷰","https://ebookstore.sony.jp/review/title/00152441/id/BT000015244100100101/;https://booklive.jp/review/list/title_id/151733/vol_no/001?spoiler=1;https://bookmeter.com/books/550784"
30,work-d17ed75dcf05f7d96507,"お慕い申し上げます",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search returned no qualifying independent community review but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2013 official archive — お慕い申し上げます","https://www.mangataisho.com/archives/2013.html",2013,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/11604007/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""사모하겠습니다"" 만화 리뷰; ""오모이타테 모시아게마스"" 리뷰","https://www.cmoa.jp/title/62852/;https://mangadake.hatenablog.jp/entry/869;https://kamiyakenkyujo.hatenablog.com/entry/20151025/1445776901"
31,work-d185fc02c4d16dffb0c3,"カラスヤサトシ",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search returned no qualifying independent community review but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2008 official archive — カラスヤサトシ","https://www.mangataisho.com/archives/2008.html",2008,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/4093837/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""카라스야 사토시"" 만화 리뷰; ""카루스야 사토시"" 리뷰","https://konomanga.jp/guide/31646-2;https://movie-tsutaya.tsite.jp/netdvd/comic/comicConf.do?id=9784063144253"
32,work-d231960b92daceff7d39,"女の子の食卓",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search returned no qualifying independent community review but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2008 official archive — 女の子の食卓","https://www.mangataisho.com/archives/2008.html",2008,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/3633379/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""여자아이의 식탁"" 만화 리뷰; ""온나노코노 쇼쿠타쿠"" 리뷰","https://reviewne.jp/contents/4490;https://renote.net/reviews/982;https://booklive.jp/review/list/title_id/204157/vol_no/001"
33,work-d3306b3514f52c61afff,"女子攻兵",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title search found Moyam/Daomang/DCInside SF-war context but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2012 official archive — 女子攻兵","https://www.mangataisho.com/archives/2012.html",2012,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/11391137/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""여자공병"" 만화 리뷰; ""죠시코헤이"" 리뷰","https://manga-blog.net/jyoshikohei/"
34,work-d3d93ac98ea6965963a0,"どーにゃつ",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search returned no qualifying independent community review but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2013 official archive — どーにゃつ","https://www.mangataisho.com/archives/2013.html",2013,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/11771761/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""도냐츠"" 만화 리뷰; ""도-냐츠"" 리뷰","https://booklive.jp/review/list/title_id/211538/vol_no/001"
35,work-d57fec7e1e61ff8809f2,"青い花",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search found only licensed/product or synopsis context but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2010 official archive — 青い花","https://www.mangataisho.com/archives/2010.html",2010,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/3706387/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""푸른 꽃"" 일본 만화 아오이 하나 리뷰; ""아오이 하나"" 만화 리뷰","https://www.cmoa.jp/title/40824/;https://danceofeternity.blog76.fc2.com/blog-entry-235.html;https://kototone.blogspot.com/2006/12/blog-post_31.html"
36,work-d6ab24ba01654d4e6e53,"金魚屋古書店",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search found only licensed/product or synopsis context but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2008 official archive — 金魚屋古書店","https://www.mangataisho.com/archives/2008.html",2008,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/1749083/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""금붕어 고서점"" 만화 리뷰; ""긴교야 고서점"" 리뷰","https://booklive.jp/review/list/title_id/210954/vol_no/001;https://www.webdoku.jp/cafe/sakashima/20200716083416.html"
37,work-d6da5a4e9ff3bb07783e,"巨娘",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search returned no qualifying independent community review but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2008 official archive — 巨娘","https://www.mangataisho.com/archives/2008.html",2008,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/5000046/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""거녀(巨娘)"" 만화 리뷰; ""쿄죠"" 일본 만화 리뷰","https://booklive.jp/review/list/title_id/60003826/vol_no/001;https://www.cmoa.jp/title/0000112421/"
38,work-d768ebe57013e12e6e6e,"食の軍師",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search returned no qualifying independent community review but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2012 official archive — 食の軍師","https://www.mangataisho.com/archives/2012.html",2012,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/6907648/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""식의 군사"" 만화 리뷰; ""쇼쿠노 군시"" 리뷰","https://syoujikimanga.xyz/com/syoku-no-gunshi/;https://konomanga.blog.jp/archives/1011333848.html;https://ameblo.jp/yoshiki-0722/entry-12079561388.html"
39,work-d97ef7c1bc4fd286d55a,"アホガール",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search found only licensed/product or synopsis context but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2014 official archive — アホガール","https://www.mangataisho.com/archives/2014.html",2014,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/12270806/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""아호걸"" 만화 리뷰; ""바보걸"" 일본 만화 리뷰","https://bookworms.jp/book/B00DRZTWJA"
40,work-db2dcc1ea0999bd3c12b,"あさりちゃん",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search found only licensed/product or synopsis context but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","小学館漫画賞 official archive — あさりちゃん","https://shogakukan-comic.jp/shogakukan-mangasho-archives",1985,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/624662/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""아사리짱"" 만화 리뷰; ""천방지축 아리짱"" 만화 리뷰","https://www.cmoa.jp/title/47290/;https://bookmeter.com/books/438171"
41,work-dc6da46b90e2badecec5,"とめはねっ！ 鈴里高校書道部",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search returned no qualifying independent community review but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2008 official archive — とめはねっ！ 鈴里高校書道部","https://www.mangataisho.com/archives/2008.html",2008,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/4373141/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""토메하네 스즈리 고교 서도부"" 만화 리뷰; ""토메하네"" 리뷰","https://ebookstore.sony.jp/review/title/10197708/id/LT000046361000506792;https://booklive.jp/review/list/title_id/338247/vol_no/001;https://30shikakuron.com/tomehane.html"
42,work-e5998ca4f3e0f450bb74,"へうげもの",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search found only licensed/product or synopsis context but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2008 official archive — へうげもの","https://www.mangataisho.com/archives/2008.html",2008,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/3682797/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""효게모노"" 만화 리뷰; ""헤우게모노"" 일본 만화 리뷰","https://ameblo.jp/zeppeki-man/entry-10854046411.html;https://keiya-rblog.com/2022/05/01/hyouge-mono/"
43,work-e6bc028ff1dede64e0b1,"瞳のフォトグラフ",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search returned no qualifying independent community review but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2010 official archive — 瞳のフォトグラフ","https://www.mangataisho.com/archives/2010.html",2010,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/6058379/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""눈동자의 포토그래프"" 만화 리뷰; ""히토미의 포토그래프"" 리뷰","https://books.rakuten.co.jp/rb/6058379/;https://dc.watch.impress.co.jp/docs/review/special/314203.html"
44,work-e76e62a846260dc04914,"別式",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search returned no qualifying independent community review but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","次にくるマンガ大賞2018 official selection — 別式","https://tsugimanga.jp/winner/2018/comics",2018-08-23,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/14545255/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""벳시키"" 만화 리뷰; ""별식"" 일본 만화 리뷰","https://deokisi.hateblo.jp/entry/2018/12/18/011603;https://gomashelf.com/betsushiki-review/"
45,work-e7c99b3b140c24e6d723,"おしゃべりは、朝ごはんのあとで。",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search returned no qualifying independent community review but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2014 official archive — おしゃべりは、朝ごはんのあとで。","https://www.mangataisho.com/archives/2014.html",2014,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/12417256/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""수다는 아침 식사 후에"" 만화 리뷰; ""오샤베리는 아사고한노 아토데"" 리뷰","https://booklive.jp/review/list/title_id/234356/vol_no/001;https://www.hmv.co.jp/artist_%E7%A7%80%E8%89%AF%E5%AD%90_000000000472361/item_%E3%81%8A%E3%81%97%E3%82%83%E3%81%B9%E3%82%8A%E3%81%AF%E3%80%81%E6%9C%9D%E3%81%94%E3%81%AF%E3%82%93%E3%81%AE%E3%81%82%E3%81%A8%E3%81%A7%E3%80%82-1-%E3%83%93%E3%83%83%E3%82%B0%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9_5514383"
46,work-e99f79fc2d28a5b74951,"踊り場にスカートが鳴る",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search returned no qualifying independent community review but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","次にくるマンガ大賞2022 official selection — 踊り場にスカートが鳴る","https://tsugimanga.jp/winner/2022/comics",2022-08-31,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/16714316/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""춤추는 곳에 스커트가 울린다"" 만화 리뷰; ""오도리바니 스커트가 울린다"" 리뷰","https://llxyo.github.io/post/odoriba/;https://manba.co.jp/boards/134766/books/1;https://yurilabo.net/odoribanisukatoganaru-1/"
47,work-ea19faa21a38167db8c4,"ディーふらぐ!",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search found only licensed/product or synopsis context but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2010 official archive — ディーふらぐ!","https://www.mangataisho.com/archives/2010.html",2010,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/5975720/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""디 플래그"" 만화 리뷰; ""디-프래그"" 리뷰","https://www.kurobook.net/entry/%E3%83%87%E3%82%A3%E3%83%BC%E3%81%B5%E3%82%89%E3%81%90%EF%BC%811;https://432web.net/2014/03/11927/;https://ameblo.jp/manga-yomi/entry-10712312055.html"
48,work-ec7cdc3a358aff954a42,"アニメタ！",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search found only licensed/product or synopsis context but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","次にくるマンガ大賞2017 official selection — アニメタ！","https://tsugimanga.jp/winner/2017/comics",2017-08-23,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/13486824/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""애니메타"" 만화 리뷰; ""아니메타"" 리뷰","https://konomanga.jp/guide/54875-2;https://ameblo.jp/twintailpants/entry-12129539706.html;https://booklive.jp/bkmr/animeta_review"
49,work-f340564af4573659dbfd,"ファンタジウム",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search returned no qualifying independent community review but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2009 official archive — ファンタジウム","https://www.mangataisho.com/archives/2009.html",2009,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/4391491/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""판타지움"" 일본 만화 리뷰; ""판타지엄"" 일본 만화 리뷰","https://booklive.jp/review/list/title_id/626311/vol_no/001;https://bookmeter.com/books/579730;https://www.cmoa.jp/title/customer_review/title_id/178509/?site_kbn=1"
50,work-f72d1201aed72c0ad05e,"デラシネマ",SOURCE_INFORMATION_UNAVAILABLE,"Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and scope; bounded JP routes and KR title-variant search returned no qualifying independent community review but did not yield repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Axis groups. No new accepted numeric cells asserted. Art is optional. Confidence: high for blocker; source information remains insufficient for promotion.","マンガ大賞2012 official archive — デラシネマ","https://www.mangataisho.com/archives/2012.html",2012,2026-08-26,"Recheck product: https://books.rakuten.co.jp/rb/11123978/; rerun official+independent JP+KR bounded review after two non-syndicated reviews covering volumes 1-3 provide repeatable mandatory Genre/Theme/Axis 0/2/4 anchors. Art is optional.","""데라시네마"" 만화 리뷰; ""데라시네마"" 일본 만화 리뷰","https://xn--qck9cj3d7aj7h.fc2.net/?tag=%E8%8A%9D%E5%B1%85;https://www.mangataisho.com/data/2012/mantai_comment2012.pdf"
