"position","workId","canonicalTitle","blockerCode","blockerDetails","evidenceName","evidenceUrl","evidencePublishedAt","retrievedAt","recheckPath","koreanQueries","japaneseEvidenceUrls"
"23","work-95e2ec757f3c1f3743d5","せんせいになれません","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","선생님이 될 수 없어요;선생님이 될 수 없어","https://bookmeter.com/search?keyword=%E3%81%9B%E3%82%93%E3%81%9B%E3%81%84%E3%81%AB%E3%81%AA%E3%82%8C%E3%81%BE%E3%81%9B%E3%82%93"
"24","work-95fd611e0a1d2fd733c9","ウチの万李がお世話になります","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://tsugimanga.jp/nominate/comics","2026-06-26","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","우치노 만리가 신세집니다;우치노 만리","https://note.com/kind_prawn823/n/n118396d85140"
"25","work-968a22513a12496eee61","放課後ウインド・オーケストラ","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","방과후 윈드 오케스트라;방과후 윈드오케스트라","https://ameblo.jp/mi2mo10/entry-10114368877.html"
"26","work-968c71abbaaa0b6801eb","鴨の水かき","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","오리의 물장구;카모노 미즈카키","https://manba.co.jp/boards/16202/books/1"
"27","work-969bcc1f8f1adbdcdbc9","月出づる街の人々","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://tsugimanga.jp/winner/2023/comics","2023-08-31","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","달이 뜨는 거리의 사람들;츠키 이즈루 마치","https://haruchokon.hateblo.jp/entry/2022/11/14/095215"
"28","work-96bba3c4328642674c32","年々彩々","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","해마다 다채롭게;넨넨 사이사이","https://www.cmoa.jp/title/customer_review/title_id/82406/"
"29","work-96fc9ffa3f2892697285","のあ先輩はともだち。","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://tsugimanga.jp/winner/2024/comics","2024-08-28","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","노아 선배는 친구;노아 선배는 친구예요","https://www.momotoyuin.com/entry/noa-senpai-tomodachi-review"
"30","work-970bcce27f74166b6758","ジゼル・アラン","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","지젤 알랭;지젤 알랭 만화","https://manba.co.jp/boards/79450/reviews"
"31","work-9711cfc35c4941e50948","頂き！成り上がり飯","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://tsugimanga.jp/winner/2018/comics","2018-08-23","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","이타다키 나리우가리메시;정상! 출세 밥","https://manba.co.jp/topics/22799"
"32","work-9723a4d0d9f4a17839d1","シノビノ","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://tsugimanga.jp/winner/2018/comics","2018-08-23","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","시노비노;시노비노 만화","https://bookmeter.com/search?keyword=%E3%82%B7%E3%83%8E%E3%83%93%E3%83%8E"
"33","work-974a42056e7a969be948","誰も知らない〜子不語〜","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","아무도 모르는 자불어;아무도 모르는 만화","https://bookmeter.com/books/265685"
"34","work-979c21cf10bbe09a70b9","雨無村役場産業課兼観光係","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","아메나시무라 관공서 산업과 관광계;아메나시무라","https://manba.co.jp/manba_magazines/15871"
"35","work-97d088086128a66d692d","ギガントマキア","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","기간트 마키아;기가ント 마키아","https://manga-talks.com/gigantomakia/"
"36","work-9819dc57951f1adb8729","わたしは真夜中","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","나는 한밤중;와타시와 마요나카","https://manga.tonaco.net/kanso-watashihamayonaka"
"37","work-99046601b40a492141c1","天体戦士サンレッド","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","천체전사 선레드;천체전사 산레드","https://www.doraneko86.net/book-review-tentai_senshi-sunred/"
"38","work-994f45d756b4055ece27","はやめブラストギア","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://tsugimanga.jp/winner/2018/comics","2018-08-23","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","하야메 블라스트 기어;하야메 브라스트기어","https://route92.net/2017/02/25/post-2895/"
"39","work-99d81456c341e239d7af","レッツ☆ラグーン","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","렛츠☆라군;렛츠 라군","https://note.com/kaihigatano_pan/n/n78e22aa35f3f?magazine_key=mf0f6654695d6"
"40","work-99feb5a88e39c429b8c2","カッパときのこ","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","캇파와 버섯;캇파와 키노코","https://bookmeter.com/search?keyword=%E3%82%AB%E3%83%83%E3%83%91%E3%81%A8%E3%81%8D%E3%81%AE%E3%81%93"
"41","work-9a006f9a47769dfc2c3a","殺し屋Ｓのゆらぎ","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://tsugimanga.jp/winner/2020/comics","2020-08-19","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","살인자 S의 흔들림;코로시야 S의 유라기","https://manba.co.jp/topics/15947"
"42","work-9a0dc26c6ae8f8e675c4","彼女とカメラと彼女の季節","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","그녀와 카메라와 그녀의 계절;카노조와 카메라","https://manba.co.jp/topics/26194"
"43","work-9a375ef7844b5d6e69af","ショコラの魔法","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2020","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","쇼콜라의 마법;쇼콜라 마법","https://bookmeter.com/search?keyword=%E3%82%B7%E3%83%A7%E3%82%B3%E3%83%A9%E3%81%AE%E9%AD%94%E6%B3%95"
"44","work-9b1c428d3210fa2b70bf","魔法少女ノ魔女裁判","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official publisher/award/product copy; independent Japanese community/review search; Korean-title community search","https://tsugimanga.jp/nominate/comics","2026-06-26","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-021\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","마법소녀의 마녀재판;마법소녀 노 마녀재판","https://www.momotoyuin.com/entry/manosaba-manga"
