workId,targetType,targetId,priorState,priorValue,finalState,finalValue,finalConfidence,decision,precedenceSource,confidenceBasis
work-1fc61ddbeb429b4a2c15,axis,romance,known,4,known,4,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-1fc61ddbeb429b4a2c15,axis,emotionalWarmth,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-1fc61ddbeb429b4a2c15,genre,genres,known,historical;romance,known,historical;romance,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-1fc61ddbeb429b4a2c15,theme,workplace,known,2,known,2,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-1fc61ddbeb429b4a2c15,theme,historicalReconstruction,known,2,known,2,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-205e576ef057e3aed1ab,axis,progression,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-205e576ef057e3aed1ab,axis,problemSolving,unknown,,known,0,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; problemSolving=0 is traced to grok-current-chunk-03-response.txt.
work-205e576ef057e3aed1ab,axis,strategy,unknown,,known,0,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; strategy=0 is traced to grok-current-chunk-03-response.txt.
work-205e576ef057e3aed1ab,axis,pacing,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; pacing=2 is traced to grok-current-chunk-03-response.txt.
work-205e576ef057e3aed1ab,axis,mysteryReveal,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-205e576ef057e3aed1ab,axis,worldBuilding,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; worldBuilding=2 is traced to grok-current-chunk-03-response.txt.
work-205e576ef057e3aed1ab,axis,characterArcWeight,known,4,known,4,0.78,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-205e576ef057e3aed1ab,axis,relationshipStructure,known,2,known,2,0.76,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-205e576ef057e3aed1ab,axis,comedy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-205e576ef057e3aed1ab,axis,darkness,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-205e576ef057e3aed1ab,axis,mentalStress,known,2,known,2,0.72,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-205e576ef057e3aed1ab,axis,romance,known,3,known,3,0.82,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-205e576ef057e3aed1ab,axis,emotionalWarmth,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; emotionalWarmth=2 is traced to grok-current-chunk-03-response.txt.
work-205e576ef057e3aed1ab,genre,genres,known,historical;romance,known,historical;romance,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-205e576ef057e3aed1ab,theme,school,known,2,known,2,0.86,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-222504590507d3ab8093,axis,progression,known,2,known,2,0.8,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-222504590507d3ab8093,axis,problemSolving,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; problemSolving=2 is traced to grok-current-chunk-04-response.txt.
work-222504590507d3ab8093,axis,strategy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-222504590507d3ab8093,axis,pacing,unknown,,known,3,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; pacing=3 is traced to grok-current-chunk-04-response.txt.
work-222504590507d3ab8093,axis,mysteryReveal,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-222504590507d3ab8093,axis,worldBuilding,known,2,known,2,0.75,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-222504590507d3ab8093,axis,characterArcWeight,known,4,known,4,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-222504590507d3ab8093,axis,relationshipStructure,known,2,known,2,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-222504590507d3ab8093,axis,comedy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-222504590507d3ab8093,axis,darkness,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; darkness=2 is traced to grok-current-chunk-04-response.txt.
work-222504590507d3ab8093,axis,mentalStress,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; mentalStress=2 is traced to grok-current-chunk-04-response.txt.
work-222504590507d3ab8093,axis,romance,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-222504590507d3ab8093,axis,emotionalWarmth,known,4,known,4,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-222504590507d3ab8093,genre,genres,known,fantasy,known,fantasy,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-222504590507d3ab8093,theme,adventure,known,2,known,2,0.8,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-268e1fa3599955359969,axis,progression,known,3,known,2,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; progression=2 is traced to text-coverage-followup-keion.md.
work-268e1fa3599955359969,axis,problemSolving,unknown,,known,1,0.86,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,"Exact 0.86 reflects two directly inspected low-intensity constraint-response mechanisms in official volumes 1 and 3, with explicit counter-evidence against value 2."
work-268e1fa3599955359969,axis,strategy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,Terminal review retained unknown; no numeric confidence is permitted.
work-268e1fa3599955359969,axis,pacing,unknown,,known,3,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; pacing=3 is traced to text-coverage-followup-keion.md.
work-268e1fa3599955359969,axis,mysteryReveal,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,Terminal review retained unknown; no numeric confidence is permitted.
work-268e1fa3599955359969,axis,worldBuilding,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; worldBuilding=2 is traced to text-coverage-followup-keion.md.
work-268e1fa3599955359969,axis,characterArcWeight,known,3,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; characterArcWeight=2 is traced to text-coverage-followup-keion.md.
work-268e1fa3599955359969,axis,relationshipStructure,known,3,known,3,0.82,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-268e1fa3599955359969,axis,comedy,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; comedy=2 is traced to text-coverage-followup-keion.md.
work-268e1fa3599955359969,axis,darkness,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,Terminal review retained unknown; no numeric confidence is permitted.
work-268e1fa3599955359969,axis,mentalStress,known,2,known,3,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; mentalStress=3 is traced to text-coverage-followup-keion.md.
work-268e1fa3599955359969,axis,romance,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,Terminal review retained unknown; no numeric confidence is permitted.
work-268e1fa3599955359969,axis,emotionalWarmth,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; emotionalWarmth=2 is traced to text-coverage-followup-keion.md.
work-268e1fa3599955359969,genre,genres,known,sliceOfLife,known,sliceOfLife,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-268e1fa3599955359969,theme,school,known,2,known,2,0.92,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-keion.md,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-2f39795212f5ad8db155,axis,progression,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-2f39795212f5ad8db155,axis,problemSolving,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; problemSolving=2 is traced to grok-current-chunk-02-followup-response.txt.
work-2f39795212f5ad8db155,axis,strategy,known,2,known,2,0.7,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-2f39795212f5ad8db155,axis,pacing,unknown,,known,3,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; pacing=3 is traced to grok-current-chunk-02-followup-response.txt.
work-2f39795212f5ad8db155,axis,mysteryReveal,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-2f39795212f5ad8db155,axis,worldBuilding,known,2,known,2,0.7,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-2f39795212f5ad8db155,axis,characterArcWeight,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; characterArcWeight=2 is traced to grok-current-chunk-02-followup-response.txt.
work-2f39795212f5ad8db155,axis,relationshipStructure,known,2,known,2,0.75,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-2f39795212f5ad8db155,axis,comedy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-2f39795212f5ad8db155,axis,darkness,known,4,known,4,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-2f39795212f5ad8db155,axis,mentalStress,unknown,,known,4,0.90,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.90 was adjudicated claim-by-claim: repeated direct entry evidence establishes the claimed core or extreme anchor; mentalStress=4 is traced to grok-current-chunk-02-followup-response.txt.
work-2f39795212f5ad8db155,axis,romance,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-2f39795212f5ad8db155,axis,emotionalWarmth,unknown,,known,1,0.76,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.76 was adjudicated claim-by-claim: a subordinate or single bounded official observation supports the low/intermediate anchor; emotionalWarmth=1 is traced to grok-current-chunk-02-followup-response.txt.
work-2f39795212f5ad8db155,genre,genres,known,action;historical,known,action;historical,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-2f39795212f5ad8db155,theme,combat,known,2,known,2,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-2f39795212f5ad8db155,theme,politics,known,2,known,2,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-303d0a9d67a606a817af,axis,progression,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-303d0a9d67a606a817af,axis,problemSolving,known,4,known,4,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-303d0a9d67a606a817af,axis,strategy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-303d0a9d67a606a817af,axis,pacing,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; pacing=2 is traced to grok-current-chunk-02-followup-response.txt.
work-303d0a9d67a606a817af,axis,mysteryReveal,known,4,known,4,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-303d0a9d67a606a817af,axis,worldBuilding,unknown,,known,3,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; worldBuilding=3 is traced to grok-current-chunk-02-followup-response.txt.
work-303d0a9d67a606a817af,axis,characterArcWeight,unknown,,known,1,0.76,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.76 was adjudicated claim-by-claim: a subordinate or single bounded official observation supports the low/intermediate anchor; characterArcWeight=1 is traced to grok-current-chunk-02-followup-response.txt.
work-303d0a9d67a606a817af,axis,relationshipStructure,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-303d0a9d67a606a817af,axis,comedy,unknown,,known,1,0.76,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.76 was adjudicated claim-by-claim: a subordinate or single bounded official observation supports the low/intermediate anchor; comedy=1 is traced to grok-current-chunk-02-followup-response.txt.
work-303d0a9d67a606a817af,axis,darkness,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; darkness=2 is traced to grok-current-chunk-02-followup-response.txt.
work-303d0a9d67a606a817af,axis,mentalStress,unknown,,known,1,0.76,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.76 was adjudicated claim-by-claim: a subordinate or single bounded official observation supports the low/intermediate anchor; mentalStress=1 is traced to grok-current-chunk-02-followup-response.txt.
work-303d0a9d67a606a817af,axis,romance,unknown,,known,0,0.86,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.86 was adjudicated claim-by-claim: multiple official entry units strongly establish the claim while remaining entry-bounded; romance=0 is traced to grok-current-chunk-02-followup-response.txt.
work-303d0a9d67a606a817af,axis,emotionalWarmth,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; emotionalWarmth=2 is traced to grok-current-chunk-02-followup-response.txt.
work-303d0a9d67a606a817af,genre,genres,known,mystery,known,mystery,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-303d0a9d67a606a817af,theme,investigation,known,2,known,2,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-303d0a9d67a606a817af,theme,workplace,known,2,known,2,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-34bba03e2a127ef29cd7,axis,progression,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-34bba03e2a127ef29cd7,axis,problemSolving,known,4,known,4,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-34bba03e2a127ef29cd7,axis,strategy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-34bba03e2a127ef29cd7,axis,pacing,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; pacing=2 is traced to grok-current-chunk-04-response.txt.
work-34bba03e2a127ef29cd7,axis,mysteryReveal,known,2,known,2,0.8,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-34bba03e2a127ef29cd7,axis,worldBuilding,known,2,known,2,0.8,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-34bba03e2a127ef29cd7,axis,characterArcWeight,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; characterArcWeight=2 is traced to grok-current-chunk-04-response.txt.
work-34bba03e2a127ef29cd7,axis,relationshipStructure,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; relationshipStructure=2 is traced to grok-current-chunk-04-response.txt.
work-34bba03e2a127ef29cd7,axis,comedy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-34bba03e2a127ef29cd7,axis,darkness,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; darkness=2 is traced to grok-current-chunk-04-response.txt.
work-34bba03e2a127ef29cd7,axis,mentalStress,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; mentalStress=2 is traced to grok-current-chunk-04-response.txt.
work-34bba03e2a127ef29cd7,axis,romance,unknown,,known,1,0.76,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.76 was adjudicated claim-by-claim: a subordinate or single bounded official observation supports the low/intermediate anchor; romance=1 is traced to grok-current-chunk-04-response.txt.
work-34bba03e2a127ef29cd7,axis,emotionalWarmth,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-34bba03e2a127ef29cd7,genre,genres,known,fantasy;mystery,known,fantasy;mystery,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-34bba03e2a127ef29cd7,theme,investigation,known,2,known,2,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-34bba03e2a127ef29cd7,theme,exploration,known,2,known,2,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-3588928ab8f6a2520923,axis,progression,known,3,known,3,0.82,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-3588928ab8f6a2520923,axis,problemSolving,unknown,,known,0,0.86,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Exact 0.86 was adjudicated claim-by-claim: multiple official entry units strongly establish the claim while remaining entry-bounded; problemSolving=0 is traced to grok-current-chunk-05-response.txt.
