position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"29","work-477a6d9e4194575e5a94","死にたがりと雲雀","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (死にたがりと雲雀)","https://tsugimanga.jp/winner/2016/comics","2016","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","죽고 싶어하는 종달새 만화 리뷰;시니타가리토 히바리 리뷰","https://bookmeter.com/search?keyword=%E6%AD%BB%E3%81%AB%E3%81%9F%E3%81%8C%E3%82%8A%E3%81%A8%E9%9B%B2%E9%9B%80;https://reviewne.jp/comic"
"30","work-498772ec1afff132af28","春の嵐とモンスター","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (春の嵐とモンスター)","https://tsugimanga.jp/winner/2023/comics","2023","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","봄의 폭풍과 몬스터 만화 리뷰;하루노 아라시토 몬스터 리뷰","https://bookmeter.com/search?keyword=%E6%98%A5%E3%81%AE%E5%B5%90%E3%81%A8%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC;https://reviewne.jp/comic"
"31","work-49af41f47417b01de20e","テガミバチ","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (テガミバチ)","https://www.mangataisho.com/archives/2008.html","2008","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","테가미바치 만화 리뷰;편지벌 만화 리뷰","https://bookmeter.com/search?keyword=%E3%83%86%E3%82%AC%E3%83%9F%E3%83%90%E3%83%81;https://reviewne.jp/comic"
"32","work-49c0073fd735f54ab8e2","懲役３３９年","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (懲役３３９年)","https://tsugimanga.jp/winner/2015/comics","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","징역 339년 만화 리뷰;초역 339년 만화 리뷰","https://bookmeter.com/search?keyword=%E6%87%B2%E5%BD%B9%EF%BC%93%EF%BC%93%EF%BC%99%E5%B9%B4;https://reviewne.jp/comic"
"33","work-4b4e6afc71e786d97bac","自殺島","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (自殺島)","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","자살섬 만화 리뷰;지사츠지마 만화 리뷰","https://bookmeter.com/search?keyword=%E8%87%AA%E6%AE%BA%E5%B3%B6;https://reviewne.jp/comic"
"34","work-4c519b1e8a421d123fef","月影ベイベ","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (月影ベイベ)","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","달그림자 베이베 만화 리뷰;츠키카게 베이베 리뷰","https://bookmeter.com/search?keyword=%E6%9C%88%E5%BD%B1%E3%83%99%E3%82%A4%E3%83%99;https://reviewne.jp/comic"
"35","work-4da37cd884e6077f2072","舞妓さんちのまかないさん","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (舞妓さんちのまかないさん)","https://tsugimanga.jp/winner/2018/comics","2019","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","마이코네 식당 만화 리뷰;마이코상치노 마카나이상 리뷰","https://bookmeter.com/search?keyword=%E8%88%9E%E5%A6%93%E3%81%95%E3%82%93%E3%81%A1%E3%81%AE%E3%81%BE%E3%81%8B%E3%81%AA%E3%81%84%E3%81%95%E3%82%93;https://reviewne.jp/comic"
"36","work-4e0f63e18e219a3dfe32","トニカクカワイイ","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (トニカクカワイイ)","https://tsugimanga.jp/winner/2018/comics","2018","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","어쨌든 귀여워 만화 리뷰;토니카쿠 카와이이 리뷰","https://bookmeter.com/search?keyword=%E3%83%88%E3%83%8B%E3%82%AB%E3%82%AF%E3%82%AB%E3%83%AF%E3%82%A4%E3%82%A4;https://reviewne.jp/comic"
"37","work-4e60b9906a3188ec9209","履いてください、鷹峰さん","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (履いてください、鷹峰さん)","https://tsugimanga.jp/winner/2020/comics","2020","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","신어주세요 타카미네 씨 만화 리뷰;하이테쿠다사이 타카미네상 리뷰","https://bookmeter.com/search?keyword=%E5%B1%A5%E3%81%84%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84%E3%80%81%E9%B7%B9%E5%B3%B0%E3%81%95%E3%82%93;https://reviewne.jp/comic"
"38","work-4f5a5e1c022ed0efcd6e","デボネア・ドライブ","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (デボネア・ドライブ)","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","데보네어 드라이브 만화 리뷰;데보네어 드라이브 1권 리뷰","https://bookmeter.com/search?keyword=%E3%83%87%E3%83%9C%E3%83%8D%E3%82%A2%E3%83%BB%E3%83%89%E3%83%A9%E3%82%A4%E3%83%96;https://reviewne.jp/comic"
"39","work-4ff04bf87231d4574769","Ｉ【アイ】","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (Ｉ【アイ】)","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","아이 I 만화 리뷰;이가라시 미키오 아이 만화 리뷰","https://bookmeter.com/search?keyword=%EF%BC%A9%E3%80%90%E3%82%A2%E3%82%A4%E3%80%91;https://reviewne.jp/comic"
"40","work-50622a5e07468f8c0df9","イノサン","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (イノサン)","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","이노상 만화 리뷰;이노센트 만화 리뷰","https://bookmeter.com/search?keyword=%E3%82%A4%E3%83%8E%E3%82%B5%E3%83%B3;https://reviewne.jp/comic"
"41","work-521d1f38e767ab1d4af4","悪魔とラブソング","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (悪魔とラブソング)","https://www.mangataisho.com/archives/2008.html","2008","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","악마와 러브송 만화 리뷰;아쿠마토 러브송 리뷰","https://bookmeter.com/search?keyword=%E6%82%AA%E9%AD%94%E3%81%A8%E3%83%A9%E3%83%96%E3%82%BD%E3%83%B3%E3%82%B0;https://reviewne.jp/comic"
"42","work-5340c060bb9129c1df57","金剛寺さんは面倒臭い","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (金剛寺さんは面倒臭い)","https://tsugimanga.jp/winner/2018/comics","2018","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","곤고지 씨는 귀찮아 만화 리뷰;곤고지상은 면도쿠사이 리뷰","https://bookmeter.com/search?keyword=%E9%87%91%E5%89%9B%E5%AF%BA%E3%81%95%E3%82%93%E3%81%AF%E9%9D%A2%E5%80%92%E8%87%AD%E3%81%84;https://reviewne.jp/comic"
"43","work-53f05f63e741cd17ee72","ドッグスレッド","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (ドッグスレッド)","https://tsugimanga.jp/winner/2024/comics","2024","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","독스레드 만화 리뷰;도그스레드 만화 리뷰","https://bookmeter.com/search?keyword=%E3%83%89%E3%83%83%E3%82%B0%E3%82%B9%E3%83%AC%E3%83%83%E3%83%89;https://reviewne.jp/comic"
"44","work-54bf1699bfd014afa208","ウィッチウォッチ","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (ウィッチウォッチ)","https://tsugimanga.jp/winner/2021/comics","2021","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","위치 워치 만화 리뷰;위치워치 만화 리뷰","https://bookmeter.com/search?keyword=%E3%82%A6%E3%82%A3%E3%83%83%E3%83%81%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81;https://reviewne.jp/comic"
"45","work-557c4ffa7e2888066c1d","あそびあい","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (あそびあい)","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","아소비아이 만화 리뷰;아소비아이 1권 리뷰","https://bookmeter.com/search?keyword=%E3%81%82%E3%81%9D%E3%81%B3%E3%81%82%E3%81%84;https://reviewne.jp/comic"
"46","work-567d2c0eeaaaa26dfe60","キーチＶＳ","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (キーチＶＳ)","https://www.mangataisho.com/archives/2011.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","키치 VS 만화 리뷰;키치 대 키치 만화 리뷰","https://bookmeter.com/search?keyword=%E3%82%AD%E3%83%BC%E3%83%81%EF%BC%B6%EF%BC%B3;https://reviewne.jp/comic"
"47","work-5aa2f441d3b351430f31","俺様ティーチャー","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (俺様ティーチャー)","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","오레사마 티처 만화 리뷰;나님 선생님 만화 리뷰","https://bookmeter.com/search?keyword=%E4%BF%BA%E6%A7%98%E3%83%86%E3%82%A3%E3%83%BC%E3%83%81%E3%83%A3%E3%83%BC;https://reviewne.jp/comic"
"48","work-5ad2d778cc989ba7fd2a","富士山さんは思春期","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (富士山さんは思春期)","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","후지산 씨는 사춘기 만화 리뷰;후지산상은 사춘기 리뷰","https://bookmeter.com/search?keyword=%E5%AF%8C%E5%A3%AB%E5%B1%B1%E3%81%95%E3%82%93%E3%81%AF%E6%80%9D%E6%98%A5%E6%9C%9F;https://reviewne.jp/comic"
"49","work-5c087d77d180e30fe3dd","恋せよまやかし天使ども","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (恋せよまやかし天使ども)","https://tsugimanga.jp/winner/2024/comics","2024","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","사랑하라 마카시 천사들 만화 리뷰;코이세요 마야카시 텐시도모 리뷰","https://bookmeter.com/search?keyword=%E6%81%8B%E3%81%9B%E3%82%88%E3%81%BE%E3%82%84%E3%81%8B%E3%81%97%E5%A4%A9%E4%BD%BF%E3%81%A9%E3%82%82;https://reviewne.jp/comic"
"50","work-5d28fafc5980b72c39b6","からん","SOURCE_INFORMATION_UNAVAILABLE","공식 수상/출판사 상품 문구와 Rakuten 대표 1권, 일본 독립 커뮤니티(BookMeter/ReviewNe), 한국어 제목 변형 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 차단한다. Art is optional.","official award archive + Rakuten Books representative-volume product (からん)","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-006\frozen-work-set.csv","카란 만화 리뷰;카란 유도 만화 리뷰","https://bookmeter.com/search?keyword=%E3%81%8B%E3%82%89%E3%82%93;https://reviewne.jp/comic"
